"id","company_name","level_of_certification","date_of_award","expiry_date","sector_id","email","phone_no","created_by","updated_by","created_at","updated_at","deleted_at"
"139","INDIAN OIL CORPORATION LTD - MADANPUR KHADAR LPG BP","Gold","2022-03-01","2025-03-01","59","dastushar@indianoil.in","9711770215",NULL,NULL,"2023-05-25 16:02:28.0000",NULL,NULL
"140","INDIAN OIL CORPORATION LTD - MADURAI OT","Gold","2022-03-01","2025-03-01","59","subrahmanyamt@indianoil.in","8113015896",NULL,NULL,"2023-05-25 16:03:14.0000",NULL,NULL
"141","INDIAN OIL CORPORATION LTD -PANIPAT MARKETING COMPLEXT","Gold","2022-03-01","2025-03-01","59","uttamks@indianoil.in","7080271790",NULL,NULL,"2023-05-25 16:04:32.0000",NULL,NULL
"142","INDIAN OIL CORPORATION LIMITED, LPG IMPORT TERMINAL, KANDLA, GUJARAT","Silver","2023-04-09","2026-04-08","59","vimaleswarlal@yahoo.com","9442673005",NULL,NULL,"2023-05-25 16:05:26.0000",NULL,NULL
"143","INDIAN OIL CORPORATION LTD - SALEM BP","Platinum","2022-03-01","2025-03-01","59","girish@earthonomic.com","9941226780",NULL,NULL,"2023-05-25 16:06:10.0000",NULL,NULL
"144","INDIAN OIL CORPORATION LTD, PATNA OIL TERMINAL","Gold","2023-04-11","2026-04-10","59","ekologiksinfinite@gmail.com","8981219959",NULL,NULL,"2023-05-25 16:08:06.0000",NULL,NULL
"145","INDIAN OIL CORPORATION LTD - SANAND LPG BP","Silver","2022-03-01","2025-03-01","59","murathias@indianoil.in","9407302513",NULL,NULL,"2023-05-25 16:09:24.0000",NULL,NULL
"146","INDIAN OIL CORPORATION LTD, INDANE BOTTLING PLANT-BALASORE, ODISHA","Bronze","2023-04-11","2026-04-10","59","ekologiksinfinite@gmail.com","8981219959",NULL,NULL,"2023-05-25 16:10:39.0000",NULL,NULL
"147","INDIAN OIL CORPORATION LTD - SANGRUR OIL TERMINAL","Gold","2022-03-01","2025-03-01","59","lalitv@indianoil.in","8559012461",NULL,NULL,"2023-05-25 16:10:42.0000",NULL,NULL
"148","INDIAN OIL CORPORATION LTD - TIKRI KALAN OT","Gold","2022-03-01","2025-03-01","59","rishbhatia@indianoil.in","9005555692",NULL,NULL,"2023-05-25 16:11:53.0000",NULL,NULL
"149","INDIAN OIL CORPORATION LTD - UJJAIN LPG BP","Bronze","2022-03-01","2025-03-01","59","kpatel@indianoil.in","7089492279",NULL,NULL,"2023-05-25 16:12:44.0000",NULL,NULL
"150","WAGON REPAIR WORKSHOP","Gold","2022-03-01","2025-02-28","31","sseiso2017@gmail.com","9752440475",NULL,NULL,"2023-05-25 16:13:35.0000",NULL,NULL
"151","INDIAN OIL CORPORATION LIMITED, BALASORE DEPOT, ODISHA","Bronze","2023-04-11","2026-04-10","59","office@tirkha.in","9680763588",NULL,NULL,"2023-05-25 16:13:59.0000",NULL,NULL
"152","GAIL, PATA PETROCHEMICAL COMPLEX","Gold","2022-03-17","2025-03-16","25","rsprasad@gail.co.in","9560603173",NULL,NULL,"2023-05-25 16:15:24.0000",NULL,NULL
"153","INDIAN OIL CORPORATION LIMITED; THIMMAPUR BOTTLING PLANT","Silver","2023-03-30","2026-03-29","59","office@tirkha.in","9680763588",NULL,NULL,"2023-05-25 16:15:54.0000",NULL,NULL
"154","CARRIAGE & WAGON WORKSHOP","Platinum","2022-04-01","2025-04-01","31","electchgjudw@gmail.com","9729530465",NULL,NULL,"2023-05-25 16:17:31.0000",NULL,NULL
"155","INDIAN OIL CORPORATION LTD, DURGAPUR - LPG BOTTLING PLANT","Silver","2022-04-01","2025-04-01","59","KOUSHIKSAHA@INDIANOIL.IN","9800658664",NULL,NULL,"2023-05-25 16:18:19.0000",NULL,NULL
"156","INDIAN OIL CORPORATION LIMITED; JHARSUGUDA SMART TERMINAL","Gold","2023-04-11","2026-04-10","59","mohapatrasarat@indianoil.in","9437564904",NULL,NULL,"2023-05-25 16:18:20.0000",NULL,NULL
"157","INDIAN OIL CORPORATION LTD - ALLAHABAD LPG BP","Silver","2022-04-01","2025-04-01","59","bishwasj@indianoil.in","8435959597",NULL,NULL,"2023-05-25 16:19:18.0000",NULL,NULL
"158","INDIAN OIL CORPORATION LTD - DHANAJ LPG BP","Bronze","2022-04-01","2025-04-01","59","sablep@indianoil.in","8289834653",NULL,NULL,"2023-05-25 16:20:05.0000",NULL,NULL
"159","INDIAN OIL CORPORATION LTD - GWALIOR DEPOT","Gold","2022-04-01","2025-04-01","59","krishnamsinghchauhan@indianoil.in","9838322227",NULL,NULL,"2023-05-25 16:21:10.0000",NULL,NULL
"160","INDIAN OIL CORPORATION LTD - JHARSUGUDA BP","Silver","2022-04-01","2025-04-01","59","aktripathy@indianoil.in","7506448634",NULL,NULL,"2023-05-25 16:22:18.0000",NULL,NULL
"161","INDIAN OIL CORPORATION LTD - KORBA TERMINAL","Silver","2023-04-01","2025-04-01","59","kolhem@indianoil.in","9575302482",NULL,NULL,"2023-05-25 16:24:16.0000",NULL,NULL
"162","INDIAN OIL CORPORATION LTD - KOZHIKODE DEPOT","Silver","2022-04-01","2025-04-01","59","aswindas@indianoil.in","9061062444",NULL,NULL,"2023-05-25 16:25:22.0000",NULL,NULL
"163","INDIAN OIL CORPORATION LTD - LAKHIMPUR KHERI","Silver","2022-04-01","2025-04-01","59","rahulks@indianoil.in","8135847675",NULL,NULL,"2023-05-25 16:26:52.0000",NULL,NULL
"164","INDIAN OIL CORPORATION LTD - PUNE OIL TERMINAL","Bronze","2022-04-01","2025-04-01","59","khetyq@indianoil.in","9851008483",NULL,NULL,"2023-05-25 16:27:36.0000",NULL,NULL
"165","INDIAN OIL CORPORATION LTD - RAJKOT BP","Bronze","2022-04-06","2025-04-03","59","marapakab@indianoil.in","9426416090",NULL,NULL,"2023-05-25 16:28:25.0000",NULL,NULL
"166","CARRIAGE WORKSHOP","Silver","2022-04-19","2025-04-18","31","dyceeemumtncrly@gmail.com","8828110330",NULL,NULL,"2023-05-25 16:29:06.0000",NULL,NULL
"167","INDIAN OIL CORPORATION LIMITED; COIMBATORE BP","Silver","2023-04-14","2026-04-13","59","girish@earthonomic.com","9941226780",NULL,NULL,"2023-05-25 16:30:48.0000",NULL,NULL
"168","HINDUSTAN PETROLEUM CORPORATION LIMITED AURANGABAD BP","Bronze","2023-04-14","2026-04-13","59","abhijeetpawar@hpcl.in","9769499137",NULL,NULL,"2023-05-25 16:32:11.0000",NULL,NULL
"169","BONTON TECHNOMAKE (P) LTD, INDORE","Silver","2023-04-14","2026-04-13","11","ysshelke@bontonfurniture.net","8269522502",NULL,NULL,"2023-05-25 16:32:57.0000",NULL,NULL
"170","JK CEMENT WORKS, MUDDAPUR","Platinum","2022-08-01","2025-08-01","6","Rajakumaran.Kandasamy@jkcement.com","9686500131",NULL,NULL,"2023-05-25 16:33:24.0000",NULL,NULL
"171","JAMIPOL LTD","Silver","2022-08-01","2025-08-01","7","priyank@livolt.net","8981219959",NULL,NULL,"2023-05-25 16:34:43.0000",NULL,NULL
"172","INDIAN OIL CORPORATION LIMITED, KANPUR OIL TERMINAL, U.P","Gold","2023-03-31","2026-03-30","59","varun@decalorie.com","7014755821",NULL,NULL,"2023-05-25 16:35:07.0000",NULL,NULL
"173","CARRIAGE REPAIR WORKSHOP, SOUTHWESTERN RAILWAY","Silver","2022-08-01","2025-08-01","31","tcert.certification@gmail.com","9628166661",NULL,NULL,"2023-05-25 16:35:53.0000",NULL,NULL
"174","INDIAN OIL CORPORATION LIMITED; RATLAM OIL TERMINAL","Gold","2023-03-18","2026-03-17","59","keerthi.dsouza@lgpsllp.com","9880287232",NULL,NULL,"2023-05-25 16:36:06.0000",NULL,NULL
"175","AXIS WIND FARM PRIVATE LIMITED","Gold","2022-08-01","2025-08-01","32","ismail.s@greenkogroup.com","9959552348",NULL,NULL,"2023-05-25 16:37:40.0000",NULL,NULL
"176","INDIAN OIL CORPORATION LIMITED; INDANE BOTTLING PLANT, PUDUCHERRY","Bronze","2023-04-14","2026-04-13","59","girish@earthonomic.com","9941226780",NULL,NULL,"2023-05-25 16:38:21.0000",NULL,NULL
"177","VYSHALI ENERGY PVT LTD","Silver","2022-08-01","2025-08-01","32","ismail.s@greenkogroup.com","9959552348",NULL,NULL,"2023-05-25 16:38:26.0000",NULL,NULL
"178","KUMUDA CREATIVE ENGINEERS PVT LTD","Certified","2022-08-01","2025-08-01","11","kkoneru_creative@yahoo.com","9866295008",NULL,NULL,"2023-05-25 16:39:40.0000",NULL,NULL
"179","MIRACLE COROPLAST PVT LTD","Bronze","2022-08-01","2025-08-01","11","MUNISH@MIRACLEGROUP.CO.IN","8875002007",NULL,NULL,"2023-05-25 16:41:23.0000",NULL,NULL
"180","INDIAN OIL CORPORATION LIMITED, KHUNTI OIL TERMINAL AND LABORATORY, JHARKHAND","Silver","2023-04-24","2026-04-23","59","cwm.amv@gmail.com","9760530401",NULL,NULL,"2023-05-25 16:42:09.0000",NULL,NULL
"181","JAYEN ELECTROLINKS PVT LTD","Silver","2022-08-01","2025-08-01","11","jayenelectrolinks@gmail.com","9958063336",NULL,NULL,"2023-05-25 16:42:14.0000",NULL,NULL
"182","NILKAMAL LIMITED, PUDUCHERRY","Gold","2023-04-25","2026-04-24","11","mrr.pon@nilkamal.com","9952968821",NULL,NULL,"2023-05-25 16:43:05.0000",NULL,NULL
"183","TANOT WIND POWER VENTURES PVT LTD","Silver","2022-08-01","2025-08-01","32","ismail.s@greenkogroup.com","9959552348",NULL,NULL,"2023-05-25 16:43:54.0000",NULL,NULL
"184","ANIMALA WIND POWER PVT LTD","Gold","2022-08-03","2025-08-02","32","ismail.s@greenkogroup.com","9959552348",NULL,NULL,"2023-05-25 16:44:53.0000",NULL,NULL
"185","HINDUSTAN ZINC LIMITED  (HZL), CHANDERIYA LEAD ZINC SMELTER","Gold","2022-08-09","2025-08-08","21","manisha.bhati@vedanta.co.in","9116134090",NULL,NULL,"2023-05-25 16:45:51.0000",NULL,NULL
"186","COACH REHABILITATION WORKSHOP, NISHATPURA","Gold","2022-09-01","2025-09-01","30","crwsbpl@gmail.com","9752416168",NULL,NULL,"2023-05-25 16:46:56.0000",NULL,NULL
"187","ITC PSPD","Platinum+","2022-09-01","2025-09-01","29","Rajkumar.E@itc.in","9944949984",NULL,NULL,"2023-05-25 16:47:52.0000",NULL,NULL
"188","RRD TEX PRIVATE LIMITED","Gold","2022-09-02","2025-09-01","34","gmrrd@bestmills.in","9367788477",NULL,NULL,"2023-05-25 16:49:33.0000",NULL,NULL
"189","INDIAN OIL CORPORATION LIMITED, OIL TERMINAL","Gold","2022-09-03","2025-09-02","59","abhisingh@indianoil.in","9099913994",NULL,NULL,"2023-05-25 16:50:33.0000",NULL,NULL
"190","ZUVAN ENERGY PVT LTD","Gold","2022-09-05","2025-09-04","32","ismail.s@greenkogroup.com","9959552348",NULL,NULL,"2023-05-25 16:51:31.0000",NULL,NULL
"191","BEST COLOUR SOLUTIONS INDIA PVT. LTD","Silver","2022-09-05","2025-09-04","34","csr@iwma.in","7708777393",NULL,NULL,"2023-05-25 16:52:37.0000",NULL,NULL
"192","SEI ADITI POWER PRIVATE LIMITED","Silver","2022-09-05","2025-09-04","32","ismail.s@greenkogroup.com","9959552348",NULL,NULL,"2023-05-25 16:53:35.0000",NULL,NULL
"193","ULTRATECH CEMENT LIMITED - ADITYA CEMENT WORKS","Gold","2022-09-07","2025-09-06","6","anil.bijoliya@adityabirla.com","9844890055",NULL,NULL,"2023-05-25 16:54:37.0000",NULL,NULL
"194","INDIAN OIL CORPORATION LIMITED, CHITTOOR SMART TERMINAL AND LABORATORY","Silver","2023-03-01","2026-02-28","59","vimaleswarlal@yahoo.com","9442673005",NULL,NULL,"2023-05-25 16:55:18.0000",NULL,NULL
"195","J K CEMENT WORKS","Gold","2022-09-07","2025-09-06","6","Anil.Jain@jkcement.com","9530407218",NULL,NULL,"2023-05-25 16:55:29.0000",NULL,NULL
"196","INDIAN OIL CORPORATION LIMITED, HYDERABAD SMART TERMINAL AND LABORATORY","Silver","2023-03-08","2026-03-07","59","vimaleswarlal@yahoo.com","9442673005",NULL,NULL,"2023-05-25 16:56:11.0000",NULL,NULL
"197","HZL RAMPURA AGUCHA MINES, BHILWARA","Silver","2023-03-11","2026-03-10","20","Paridhi.Kumawat@vedanta.co.in","8003097402",NULL,NULL,"2023-05-25 16:57:08.0000",NULL,NULL
"198","COACH CARE COMPLEX; DR. AMBEDKAR NAGAR","Silver","2022-09-08","2025-09-07","30","varun@decalorie.com","7014755821",NULL,NULL,"2023-05-25 16:57:31.0000",NULL,NULL
"199","HZL ZAWAR MINES, UDAIPUR","Silver","2023-03-13","2026-03-12","20","Swati.Mishra@vedanta.co.in","8306789376",NULL,NULL,"2023-05-25 16:58:09.0000",NULL,NULL
"200","INDIAN OIL CORPORATION LIMITED, VIJAYAWADA SMART TERMINAL AND LABORATORY; ANDHRA PRADESH","Silver","2023-03-13","2026-03-12","59","vimaleswarlal@yahoo.com","9442673005",NULL,NULL,"2023-05-25 16:59:05.0000",NULL,NULL
"201","COACH CARE DEPOT, INDORE","Silver","2022-09-08","2025-09-07","31","varun@decalorie.com","7014755821",NULL,NULL,"2023-05-25 16:59:12.0000",NULL,NULL
"202","AMR POWER PVT. LTD","Silver","2022-09-10","2025-09-09","32","ismail.s@greenkogroup.com","9959552348",NULL,NULL,"2023-05-25 17:00:43.0000",NULL,NULL
"203","TATA STEEL DOWNSTREAM PRODUCTS LIMITED, CHENNAI","Silver","2023-03-14","2026-03-13","63","logeshwaran.murugesan@tsdpl.in","8220545563",NULL,NULL,"2023-05-25 17:00:45.0000",NULL,NULL
"204","GREENKO BUDHIL HYDRO POWER PVT LTD","Silver","2022-09-10","2025-09-09","32","ismail.s@greenkogroup.com","9959552348",NULL,NULL,"2023-05-25 17:01:40.0000",NULL,NULL
"205","HINDUSTAN PETROLEUM CORPORATION LTD, IRD, LUCKNOW; UTTAR PRADESH","Gold","2023-03-15","2026-03-14","25","abhijeetpawar@hpcl.in","9769499137",NULL,NULL,"2023-05-25 17:02:10.0000",NULL,NULL
"206","SNEHA KINETIC POWER PROJECTS PVT LTD","Silver","2022-09-10","2025-09-09","32","ismail.s@greenkogroup.com","9959552348",NULL,NULL,"2023-05-25 17:02:52.0000",NULL,NULL
"207","INDIAN OIL CORPORATION LIMITED; MADURAI AVIATION FUEL STATION","Silver","2023-03-16","2026-03-15","59","vimaleswarlal@yahoo.com","9442673005",NULL,NULL,"2023-05-25 17:03:34.0000",NULL,NULL
"208","KESORAM INDUSTRIES LTD [CEMENT DIVISION], UNIT: VASAVADATTA CEMENT","Platinum","2022-09-10","2025-09-09","6","uday.mugali@kesoram.net","9449876675",NULL,NULL,"2023-05-25 17:03:42.0000",NULL,NULL
"209","INDIAN OIL CORPORATION LIMITED, JAYANT DEPOT, SINGRAULI, MP","Silver","2023-03-19","2026-03-18","59","keerthi.dsouza@lgpsllp.com","9880287232",NULL,NULL,"2023-05-25 17:04:29.0000",NULL,NULL
"210","SEI PHOEBUS PVT LTD","Silver","2022-09-10","2025-09-09","32","ismail.s@greenkogroup.com","9959552348",NULL,NULL,"2023-05-25 17:04:29.0000",NULL,NULL
"211","GREENKO SUVAAN ENERGY PRIVATE LIMITED","Silver","2022-09-10","2025-09-09","32","ismail.s@greenkogroup.com","9959552348",NULL,NULL,"2023-05-25 17:05:44.0000",NULL,NULL
"212","INDIAN OIL CORPORATION LTD - LPG BOTTLING PLANT","Silver","2022-09-20","2025-09-19","59","bargujars@indianoil.in","8318661669",NULL,NULL,"2023-05-25 17:06:36.0000",NULL,NULL
"213","INDIAN OIL CORPORATION LIMITED, AVIATION FUEL STATION- ARAKKONAM, TAMIL NADU","Silver","2023-03-19","2026-03-18","59","vimaleswarlal@yahoo.com","9442673005",NULL,NULL,"2023-05-25 17:07:21.0000",NULL,NULL
"214","OHT FASTCOMP PRIVATE LIMITED","Certified","2022-09-23","2025-09-22","11","ajay.s@fastcomp.in","7977295997",NULL,NULL,"2023-05-25 17:07:28.0000",NULL,NULL
"215","INDIAN OIL CORPORATION LTD, INDANE BOTTLING PLANT","Bronze","2022-10-10","2025-10-10","59","girish@earthonomic.com","9941226780",NULL,NULL,"2023-05-25 17:09:07.0000",NULL,NULL
"216","INDIAN OIL CORPORATION LTD, HOWRAH OIL TERMINAL & EASTERN REGIONAL LABORATORY","Gold","2022-10-12","2025-10-11","59","avijitd@INDIANOIL.IN","9800919391",NULL,NULL,"2023-05-25 17:09:58.0000",NULL,NULL
"217","MECHANICAL WORKSHOP, IZZATNAGAR; NORTH EASTERN RAILWAY","Silver","2022-11-09","2025-11-08","31","tcert.certification@gmail.com","9628166661",NULL,NULL,"2023-05-25 17:11:07.0000",NULL,NULL
"218","INDIAN OIL CORPORATION LTD, INDANE BOTTLING PLANT","Silver","2022-11-09","2025-11-08","59","girish@earthonomic.com","9941226780",NULL,NULL,"2023-05-25 17:12:31.0000",NULL,NULL
"219","INDIAN OIL CORPORATION LTD, INDANE BOTTLING PLANT","Gold","2022-12-02","2025-12-01","59","girish@earthonomic.com","9941226780",NULL,NULL,"2023-05-25 17:13:35.0000",NULL,NULL
"220","INDIAN OIL CORPORATION LTD, HALDWANI DEPOT","Silver","2022-12-03","2025-12-02","59","hemant@hkgandco.com","9680763588",NULL,NULL,"2023-05-25 17:14:40.0000",NULL,NULL
"221","ELECTRIC LOCO SHED","Gold","2022-12-14","2025-12-13","31","erodeloco@gmail.com","9003956346",NULL,NULL,"2023-05-25 17:15:40.0000",NULL,NULL
"222","INDIAN OIL CORPORATION LIMITED, AVIATION FUEL STATION- ARAKKONAM, TAMIL NADU","Silver","2023-03-19","2024-03-18","59","vimaleswarlal@yahoo.com","9442673005",NULL,NULL,"2023-05-25 17:16:29.0000",NULL,NULL
"223","CARRIAGE & WAGON WORKSHOP","Gold","2022-12-14","2025-12-13","31","priyank50@gmail.com","8981219959",NULL,NULL,"2023-05-25 17:16:43.0000",NULL,NULL
"224","GHATGE PATIL INDUSTRIES LTD","Silver","2022-12-17","2025-12-16","11","santosh.desai@gpi.co.in","9028798931",NULL,NULL,"2023-05-25 17:17:34.0000",NULL,NULL
"225","INDIAN OIL CORPORATION LIMITED - OIL TERMINAL; COCHIN; KERALA","Gold","2023-03-18","2026-03-17","59","hemant@hkgandco.com","9680763588",NULL,NULL,"2023-05-25 17:17:38.0000",NULL,NULL
"226","INDIAN OIL CORPORATION LIMITED, LPG BOTTLING PLANT; QUILON; KERALA","Gold","2023-03-18","2026-03-17","59","hemant@hkgandco.com","9680763588",NULL,NULL,"2023-05-25 17:18:41.0000",NULL,NULL
"227","GHATGE PATIL INDUSTRIES LTD","Gold","2022-12-17","2025-12-16","11","santosh.desai@gpi.co.in","9028798931",NULL,NULL,"2023-05-25 17:18:50.0000",NULL,NULL
"228","GHATGE PATIL INDUSTRIES LTD","Silver","2022-12-17","2025-12-16","11","santosh.desai@gpi.co.in","9028798931",NULL,NULL,"2023-05-25 17:19:53.0000",NULL,NULL
"229","ADITEK INDUSTRIES LTD","Bronze","2022-12-17","2025-12-16","11","santosh.desai@gpi.co.in","9028798931",NULL,NULL,"2023-05-25 17:20:36.0000",NULL,NULL
"230","LAKSHMI MACHINE WORKS LTD., UNIT 1 & 2, FOUNDRY DIVISION","Platinum","2022-12-22","2025-12-21","11","krishnamoorthy.s@lmw.co.in","8144921313",NULL,NULL,"2023-05-25 17:21:24.0000",NULL,NULL
"231","INDIAN OIL CORPORATION LIMITED, OIL TERMINAL","Gold","2022-12-23","2025-12-22","59","rahulk@indianoil.in","9981997741",NULL,NULL,"2023-05-25 17:22:12.0000",NULL,NULL
"232","INDIAN OIL CORPORATION LIMITED, OIL TERMINAL","Gold","2023-01-05","2026-01-05","59","varun@decalorie.com","7014755821",NULL,NULL,"2023-05-25 17:23:34.0000",NULL,NULL
"233","INDIAN OIL CORPORATION LTD, MALOM DEPOT","Gold","2022-12-27","2025-12-26","59","pegua@indianoil.in","7399728114",NULL,NULL,"2023-05-25 17:24:30.0000",NULL,NULL
"234","INDIAN OIL CORPORATION LIMITED, LPG BOTTLING PLANT; QUILON; KERALA","Gold","2023-03-18","2026-03-17","59","hemant@hkgandco.com","9680763588",NULL,NULL,"2023-05-25 17:24:37.0000",NULL,NULL
"235","INDIAN OIL CORPORATION LIMITED, LPG BOTTLING PLANT; ETAWAH; UTTAR PRADESH","Gold","2023-03-18","2026-03-17","59","keerthi.dsouza@lgpsllp.com","9880287232",NULL,NULL,"2023-05-25 17:25:26.0000",NULL,NULL
"236","RAJENDRA NAGAR COACH CARE COMPLEX DANAPUR DIVISION, EAST CENTRAL RAILWAY","Gold","2023-01-25","2026-01-24","31","varun@decalorie.com","7014755821",NULL,NULL,"2023-05-25 17:25:48.0000",NULL,NULL
"237","INDIAN OIL CORPORATION LTD, LPG BOTTLING PLANT-CALICUT","Gold","2023-03-18","2026-03-17","59","priyank50@gmail.com","8981219959",NULL,NULL,"2023-05-25 17:26:16.0000",NULL,NULL
"238","CARRIAGE REPAIR WORKSHOP; BHAVNAGAR, WESTERN RAILWAY","Gold","2023-01-27","2026-01-26","30","cwmbvp@gmail.com","9724097410",NULL,NULL,"2023-05-25 17:26:36.0000",NULL,NULL
"239","HONDA MOTORCYCLES AND SCOOTERS INDIA PVT LTD, VITHALAPUR","Platinum+","2023-03-20","2026-03-19","3","sachin.pandey@honda2wheelersindia.com","7069150005",NULL,NULL,"2023-05-25 17:27:16.0000",NULL,NULL
"240","INDIAN OIL CORPORATION LTD, LPG BOTTLING PLANT- HAZIRA","Gold","2023-01-30","2026-01-29","59","varun@decalorie.com","7014755821",NULL,NULL,"2023-05-25 17:27:20.0000",NULL,NULL
"241","INDIAN OIL CORPORATION LTD, LPG BOTTLING PLANT- GANDHAR","Silver","2023-01-31","2026-01-30","59","rhaldar@indianoil.in","8330921860",NULL,NULL,"2023-05-25 17:28:09.0000",NULL,NULL
"242","INDIAN OIL CORPORATION LIMITED, KANDLA FORESHORE TERMINAL- KANDLA, GUJARAT","Gold","2023-03-21","2026-03-20","59","arupd@indianoil.in","8275020626",NULL,NULL,"2023-05-25 17:28:25.0000",NULL,NULL
"243","INDIAN OIL CORPORATION LIMITED JODHPUR OIL TERMINAL, JODHPUR","Silver","2023-02-06","2026-02-05","59","VYASN@INDIANOIL.IN","7027793470",NULL,NULL,"2023-05-25 17:50:21.0000",NULL,NULL
"244","INDIAN OIL CORPORATION LIMITED, KANDLA FORESHORE TERMINAL- KANDLA, GUJARAT","Gold","2023-03-21","2026-03-20","59","arupd@indianoil.in","8275020626",NULL,NULL,"2023-05-25 17:51:12.0000",NULL,NULL
"245","INDIAN OIL CORPORATION LIMITED BUSINESS GROUP (CRYOGENICS), NASHIK","Silver","2023-03-21","2026-03-20","59","sandeepkm@indianoil.in","8650501333",NULL,NULL,"2023-05-25 17:51:59.0000",NULL,NULL
"246","INDIAN OIL CORPORATION LIMITED, LPG BOTTLING PLANT; BHAVNAGAR; GUJARAT","Gold","2023-02-06","2026-02-05","59","vimaleswarlal@yahoo.com","9442673005",NULL,NULL,"2023-05-25 17:52:03.0000",NULL,NULL
"247","INDIAN OIL CORPORATION LIMITED, KANDLA MAIN TERMINAL, GUJARAT","Silver","2023-03-25","2026-03-24","59","pandeyv@indianoil.in","7985511386",NULL,NULL,"2023-05-25 17:52:42.0000",NULL,NULL
"248","N F RAILWAY MECHANICAL WORKSHOP, DIBRUGARH","Certified","2023-02-07","2026-02-06","30","priyank50@gmail.com","8981219959",NULL,NULL,"2023-05-25 17:53:04.0000",NULL,NULL
"249","EASTERN RAILWAY WORKSHOP, KANCHRAPARA","Gold","2023-03-28","2026-03-27","30","priyank50@gmail.com","8981219959",NULL,NULL,"2023-05-25 17:53:28.0000",NULL,NULL
"250","INDIAN OIL CORPORATION LIMITED; COIMBATORE AVIATION FUEL STATION","Bronze","2023-03-29","2026-03-28","59","vimaleswarlal@yahoo.com","9442673005",NULL,NULL,"2023-05-25 17:54:26.0000",NULL,NULL
"251","INDIAN OIL CORPORATION LIMITED, OIL TERMINAL","Silver","2023-02-24","2026-02-23","59","keerthi.dsouza@lgpsllp.com","9880287232",NULL,NULL,"2023-05-25 18:02:16.0000",NULL,NULL
"252","INDIAN OIL CORPORATION LTD, INDANE BOTTLING PLANT","Silver","2023-02-24","2026-02-23","59","vimaleswarlal@yahoo.com","9442673005",NULL,NULL,"2023-05-25 18:03:28.0000",NULL,NULL
"253","INDIAN RAILWAYS, CARRIAGE REPAIR WORKSHOP, LOWER PAREL, WESTERN RAILWAY","Silver","2023-02-20","2026-02-19","31","varun@decalorie.com","7014755821",NULL,NULL,"2023-05-25 18:04:30.0000",NULL,NULL
"254","ADH POLYMER PVT LTD","Gold","2023-02-14","2026-02-13","33","jayenelectrolinks@gmail.com","9958063336",NULL,NULL,"2023-05-25 18:05:17.0000",NULL,NULL
"255","INDIAN OIL CORPORATION LIMITED, OIL TERMINAL; DUMAD; GUJARAT","Silver","2023-02-13","2026-02-12","59","priyank50@gmail.com","8981219959",NULL,NULL,"2023-05-25 18:14:08.0000",NULL,NULL
"256","INDIAN OIL CORPORATION LIMITED, BITUMEN DEPOT; KOYALI; GUJARAT","Silver","2023-02-13","2026-02-12","59","priyank50@gmail.com","8981219959",NULL,NULL,"2023-05-25 18:15:28.0000",NULL,NULL
"257","KEMPEGOWDA INTERNATIONAL AIRPORT","Silver","2005-07-04","2008-07-07","1",NULL,NULL,NULL,NULL,"2023-05-25 18:16:45.0000","2023-05-25 18:49:51",NULL
"258","TATA STEEL INDIA, GLOBAL WIRES INDIA","Gold","2019-12-01","2022-11-01","63",NULL,NULL,NULL,NULL,"2023-05-25 18:20:05.0000",NULL,NULL
"259","Brakes India Limited (Foundry Division)","Gold","2013-01-01","2016-01-01","58",NULL,NULL,"1",NULL,"2023-05-18 13:26:29.0000","2023-05-25 18:46:33",NULL
"260","Thyssenkrupp Electrical Steel Limited","Silver","2013-02-01","2016-01-01","63",NULL,NULL,"1",NULL,"2023-05-18 13:26:29.0000","2023-05-25 18:48:56",NULL
"261","Hindustan Unilever Limited","Silver","2013-04-01","2016-03-01","13",NULL,NULL,"1",NULL,"2023-05-18 13:26:29.0000","2023-05-25 18:51:28",NULL
"262","ITC Ltd - PSPD","Gold","2013-05-01","2016-05-01","29",NULL,NULL,"1",NULL,"2023-05-18 13:26:29.0000","2023-05-25 18:52:27",NULL
"263","ACC Ltd","Silver","2013-07-01","2016-06-01","6",NULL,NULL,"1",NULL,"2023-05-18 13:26:29.0000","2023-05-25 18:58:00",NULL
"264","JK Tyre & Industries Ltd","Bronze","2013-07-01","2016-06-01","11",NULL,NULL,"1",NULL,"2023-05-18 13:26:29.0000","2023-05-25 19:06:33",NULL
"265","Godrej & Boyce Manufacturing Co. Ltd,Godrej Locking Solutions & Systems","Silver","2013-08-01","2016-07-01","11",NULL,NULL,"1",NULL,"2023-05-18 13:26:29.0000","2023-05-25 19:11:19",NULL
"266","Godrej & Boyce Mfg. Co. Ltd., Lawkim Motors Group","Gold","2013-09-02","2016-09-01","11",NULL,NULL,"1",NULL,"2023-05-18 13:26:29.0000","2023-05-25 19:12:42",NULL
"267","Godrej & Boyce- Appliance Division","Gold","2013-10-01","2014-04-01","54",NULL,NULL,"1",NULL,"2023-05-18 13:26:29.0000","2023-05-25 19:14:22",NULL
"268","Hyderabad Industries Limited","Gold","2013-10-01","2016-09-01","11",NULL,NULL,"1",NULL,"2023-05-18 13:26:29.0000","2023-05-25 19:15:02",NULL
"269","Kirloskar Brothers Limited","Silver","2014-02-01","2017-01-01","11",NULL,NULL,"1",NULL,"2023-05-18 13:26:29.0000","2023-05-25 19:16:12",NULL
